application_number,sponsor_name,brand_name,generic_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code_description,application_type
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,10,AP,1991-10-21,,Labeling,NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,2,AP,1987-12-10,,Labeling,NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,17,AP,2002-12-09,PRIORITY,Manufacturing (CMC),NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,9,AP,1991-10-21,,Labeling,NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,15,AP,1996-05-10,STANDARD,Labeling,NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,7,AP,1991-10-21,,Labeling,NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,13,AP,1991-10-21,,Efficacy,NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,5,AP,1988-06-03,,Labeling,NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,ORIG,1,AP,1985-12-30,PRIORITY,Type 1 - New Molecular Entity,NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,11,AP,1992-01-03,PRIORITY,Manufacturing (CMC),NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,3,AP,1987-05-05,PRIORITY,Manufacturing (CMC),NDA
NDA018873,BOEHRINGER INGELHEIM,MEXITIL,MEXILETINE HYDROCHLORIDE,SUPPL,18,AP,2004-02-25,STANDARD,Labeling,NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,13,AP,2009-06-18,,Labeling,NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,11,AP,1996-08-27,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,9,AP,1992-06-30,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,7,AP,1988-11-25,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,3,AP,1984-10-22,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,1,AP,1984-03-15,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,14,AP,1998-02-10,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,ORIG,1,AP,2008-05-07,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,12,AP,1996-04-22,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,8,AP,1993-08-24,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,6,AP,1985-10-29,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,4,AP,1986-01-18,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,2,AP,1984-08-25,STANDARD,Manufacturing (CMC),NDA
NDA018904,HOSPIRA,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID,SUPPL,15,AP,2000-03-03,STANDARD,Manufacturing (CMC),NDA
ANDA200935,CHARTWELL RX,CALCIPOTRIENE,CALCIPOTRIENE,ORIG,1,AP,2012-05-30,,Not Applicable,ANDA
ANDA200935,CHARTWELL RX,CALCIPOTRIENE,CALCIPOTRIENE,SUPPL,3,AP,2019-10-22,STANDARD,Labeling,ANDA
ANDA201781,PRINSTON INC,TEMAZEPAM,TEMAZEPAM,ORIG,1,AP,2015-06-04,,Not Applicable,ANDA
ANDA202240,LUPIN LTD,CELECOXIB,CELECOXIB,SUPPL,16,AP,2025-10-21,STANDARD,Labeling,ANDA
ANDA202240,LUPIN LTD,CELECOXIB,CELECOXIB,SUPPL,7,AP,2019-10-09,UNKNOWN,Manufacturing (CMC),ANDA
ANDA202240,LUPIN LTD,CELECOXIB,CELECOXIB,ORIG,2,AP,2015-06-09,,,ANDA
ANDA202240,LUPIN LTD,CELECOXIB,CELECOXIB,SUPPL,1,AP,2016-09-16,STANDARD,Labeling,ANDA
ANDA202240,LUPIN LTD,CELECOXIB,CELECOXIB,SUPPL,8,AP,2019-10-09,STANDARD,Labeling,ANDA
ANDA202240,LUPIN LTD,CELECOXIB,CELECOXIB,SUPPL,11,AP,2022-01-05,STANDARD,Labeling,ANDA
ANDA202240,LUPIN LTD,CELECOXIB,CELECOXIB,SUPPL,4,AP,2019-10-09,STANDARD,Labeling,ANDA
ANDA202240,LUPIN LTD,CELECOXIB,CELECOXIB,ORIG,1,AP,2014-10-29,,,ANDA
ANDA202581,AUROBINDO PHARMA USA,QUININE SULFATE,QUININE SULFATE,SUPPL,4,AP,2015-12-04,STANDARD,Labeling,ANDA
ANDA202581,AUROBINDO PHARMA USA,QUININE SULFATE,QUININE SULFATE,ORIG,1,AP,2012-12-14,,,ANDA
ANDA202581,AUROBINDO PHARMA USA,QUININE SULFATE,QUININE SULFATE,SUPPL,3,AP,2013-07-11,STANDARD,Labeling,ANDA
ANDA202581,AUROBINDO PHARMA USA,QUININE SULFATE,QUININE SULFATE,SUPPL,1,AP,2013-04-23,STANDARD,Labeling,ANDA
ANDA202939,MEDICAP LABS,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,ORIG,1,AP,2017-05-09,,,ANDA
ANDA202939,MEDICAP LABS,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,SUPPL,2,AP,2019-06-11,,Manufacturing (CMC),ANDA
ANDA203322,NORVIUM BIOSCIENCE,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,ORIG,1,AP,2014-04-14,,,ANDA
ANDA203707,MYLAN,ACITRETIN,ACITRETIN,ORIG,1,AP,2015-09-10,,,ANDA
ANDA204068,DR REDDYS,OMEPRAZOLE AND SODIUM BICARBONATE,OMEPRAZOLE,ORIG,1,AP,2016-07-15,,,ANDA
ANDA204465,SOFIE,AMMONIA N 13,AMMONIA N-13,ORIG,1,AP,2014-10-23,,,ANDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,9,AP,2018-12-06,N/A,REMS,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,7,AP,2016-10-04,N/A,REMS,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,3,AP,2015-02-23,PRIORITY,Manufacturing (CMC),NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,1,AP,2014-06-11,N/A,REMS,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,14,AP,2020-02-10,N/A,REMS,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,ORIG,1,AP,2013-10-08,STANDARD,Type 1 - New Molecular Entity,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,8,AP,2017-02-23,STANDARD,Labeling,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,6,AP,2017-01-17,N/A,REMS,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,4,AP,2015-12-04,N/A,REMS,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,15,AP,2021-09-10,STANDARD,Labeling,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,2,AP,2014-05-06,STANDARD,Labeling,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,13,AP,2020-11-30,N/A,REMS,NDA
NDA204819,BAYER HLTHCARE,ADEMPAS,RIOCIGUAT,SUPPL,11,AP,2018-01-11,STANDARD,Efficacy,NDA
ANDA205227,EXTROVIS,TEMOZOLOMIDE,TEMOZOLOMIDE,ORIG,1,AP,2016-06-29,STANDARD,,ANDA
ANDA206419,HETERO LABS LTD III,TOLTERODINE TARTRATE,TOLTERODINE TARTRATE,ORIG,1,AP,2017-12-12,STANDARD,,ANDA
ANDA205658,MAYNE PHARMA INC,HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE,HYDROCODONE BITARTRATE,ORIG,1,AP,2015-11-17,STANDARD,,ANDA
ANDA206020,TEVA PHARMS USA,,,ORIG,1,TA,2018-07-10,STANDARD,,ANDA
ANDA207201,APPCO,GLYCOPYRROLATE,GLYCOPYRROLATE,SUPPL,6,AP,2025-06-26,STANDARD,Labeling,ANDA
ANDA207201,APPCO,GLYCOPYRROLATE,GLYCOPYRROLATE,ORIG,1,AP,2017-01-03,STANDARD,,ANDA
ANDA206834,EMERGE BIOSCIENCE,ENOXAPARIN SODIUM (PRESERVATIVE FREE),ENOXAPARIN SODIUM,ORIG,1,AP,2019-11-29,STANDARD,,ANDA
ANDA206834,EMERGE BIOSCIENCE,ENOXAPARIN SODIUM (PRESERVATIVE FREE),ENOXAPARIN SODIUM,SUPPL,9,AP,2022-07-15,STANDARD,Labeling,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,SUPPL,9,AP,2023-12-15,STANDARD,Labeling,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,ORIG,1,AP,2016-12-13,STANDARD,,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,SUPPL,7,AP,2019-10-08,STANDARD,Labeling,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,SUPPL,5,AP,2018-09-21,STANDARD,Labeling,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,SUPPL,1,AP,2018-09-20,STANDARD,Labeling,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,SUPPL,11,AP,2024-11-20,,REMS,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,SUPPL,8,AP,2021-03-04,STANDARD,Labeling,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,SUPPL,6,AP,2018-09-18,,REMS,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,SUPPL,12,AP,2024-09-19,STANDARD,Labeling,ANDA
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,SUPPL,10,AP,2023-12-15,STANDARD,Labeling,ANDA
ANDA207985,GLENMARK PHARMS LTD,FINGOLIMOD HYDROCHLORIDE,FINGOLIMOD HYDROCHLORIDE,SUPPL,3,AP,2025-01-22,STANDARD,Labeling,ANDA
ANDA207985,GLENMARK PHARMS LTD,FINGOLIMOD HYDROCHLORIDE,FINGOLIMOD HYDROCHLORIDE,ORIG,1,AP,2020-06-18,STANDARD,,ANDA
ANDA207985,GLENMARK PHARMS LTD,FINGOLIMOD HYDROCHLORIDE,FINGOLIMOD HYDROCHLORIDE,SUPPL,4,AP,2025-01-22,STANDARD,Labeling,ANDA
ANDA208354,SIGMAPHARM LABS LLC,AMBRISENTAN,AMBRISENTAN,ORIG,1,AP,2019-04-10,STANDARD,,ANDA
ANDA208354,SIGMAPHARM LABS LLC,AMBRISENTAN,AMBRISENTAN,SUPPL,6,AP,2025-04-04,,REMS,ANDA
ANDA208354,SIGMAPHARM LABS LLC,AMBRISENTAN,AMBRISENTAN,SUPPL,4,AP,2021-06-08,,REMS,ANDA
ANDA208354,SIGMAPHARM LABS LLC,AMBRISENTAN,AMBRISENTAN,SUPPL,2,AP,2020-12-22,,REMS,ANDA
ANDA208354,SIGMAPHARM LABS LLC,AMBRISENTAN,AMBRISENTAN,SUPPL,5,AP,2024-08-19,,REMS,ANDA
NDA208712,SOBI,VONJO,PACRITINIB CITRATE,SUPPL,6,AP,2025-08-22,STANDARD,Labeling,NDA
NDA208712,SOBI,VONJO,PACRITINIB CITRATE,SUPPL,4,AP,2025-10-01,STANDARD,Labeling,NDA
NDA208712,SOBI,VONJO,PACRITINIB CITRATE,SUPPL,3,AP,2024-11-12,STANDARD,Labeling,NDA
NDA208712,SOBI,VONJO,PACRITINIB CITRATE,SUPPL,1,AP,2023-08-15,STANDARD,Labeling,NDA
NDA208712,SOBI,VONJO,PACRITINIB CITRATE,ORIG,1,AP,2022-02-28,PRIORITY,Type 1 - New Molecular Entity,NDA
ANDA209077,SAGENT PHARMS INC,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,ORIG,1,AP,2018-07-20,STANDARD,,ANDA
ANDA209077,SAGENT PHARMS INC,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,SUPPL,3,AP,2020-11-04,STANDARD,Labeling,ANDA
ANDA209438,HETERO LABS LTD III,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,ORIG,1,AP,2018-02-23,STANDARD,,ANDA
NDA004122,LILLY,SULFADIAZINE,SULFADIAZINE,SUPPL,8,AP,1985-11-22,STANDARD,Labeling,NDA
NDA004122,LILLY,SULFADIAZINE,SULFADIAZINE,SUPPL,6,AP,1986-10-01,STANDARD,Labeling,NDA
NDA004122,LILLY,SULFADIAZINE,SULFADIAZINE,SUPPL,5,AP,1978-01-12,STANDARD,Labeling,NDA
NDA004122,LILLY,SULFADIAZINE,SULFADIAZINE,ORIG,1,AP,1941-08-26,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA
ANDA210117,ZYDUS PHARMS,ALLOPURINOL,ALLOPURINOL,SUPPL,5,AP,2024-02-05,STANDARD,Labeling,ANDA
ANDA210117,ZYDUS PHARMS,ALLOPURINOL,ALLOPURINOL,SUPPL,1,AP,2019-04-23,STANDARD,Labeling,ANDA
ANDA210117,ZYDUS PHARMS,ALLOPURINOL,ALLOPURINOL,SUPPL,6,AP,2025-06-13,UNKNOWN,Manufacturing (CMC),ANDA
ANDA210117,ZYDUS PHARMS,ALLOPURINOL,ALLOPURINOL,ORIG,1,AP,2017-10-12,STANDARD,,ANDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,19,AP,2005-12-09,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,15,AP,2001-11-14,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,21,AP,2025-11-12,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,13,AP,1999-06-10,STANDARD,Manufacturing (CMC),NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,8,AP,1995-05-31,STANDARD,Manufacturing (CMC),NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,11,AP,1997-05-29,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,4,AP,1994-04-14,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,ORIG,1,AP,1991-04-30,STANDARD,Type 3 - New Dosage Form,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,2,AP,1992-02-26,,Efficacy,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,18,AP,2004-05-19,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,16,AP,2001-11-14,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,14,AP,2000-07-12,STANDARD,Manufacturing (CMC),NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,9,AP,1996-10-29,STANDARD,Manufacturing (CMC),NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,20,AP,2008-08-08,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,12,AP,2000-03-15,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,7,AP,1995-04-12,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,10,AP,1997-01-08,STANDARD,Labeling,NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,5,AP,1995-09-07,STANDARD,Manufacturing (CMC),NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,3,AP,1993-11-09,STANDARD,Manufacturing (CMC),NDA
NDA020089,PHARMOBEDIENT,ZOVIRAX,ACYCLOVIR,SUPPL,1,AP,1993-04-22,,Labeling,NDA
ANDA210804,MSN PHARMACEUTICALS INC,AFATINIB,AFATINIB,ORIG,1,TA,2023-02-14,STANDARD,,ANDA
NDA211150,HARMONY,WAKIX,PITOLISANT HYDROCHLORIDE,SUPPL,7,AP,2025-05-23,STANDARD,Labeling,NDA
NDA211150,HARMONY,WAKIX,PITOLISANT HYDROCHLORIDE,SUPPL,5,AP,2024-06-21,PRIORITY,Efficacy,NDA
NDA211150,HARMONY,WAKIX,PITOLISANT HYDROCHLORIDE,ORIG,2,AP,2020-10-13,PRIORITY,Efficacy,NDA
NDA211150,HARMONY,WAKIX,PITOLISANT HYDROCHLORIDE,SUPPL,3,AP,2022-12-22,STANDARD,Labeling,NDA
NDA211150,HARMONY,WAKIX,PITOLISANT HYDROCHLORIDE,SUPPL,6,AP,2024-06-21,STANDARD,Efficacy,NDA
NDA211150,HARMONY,WAKIX,PITOLISANT HYDROCHLORIDE,ORIG,1,AP,2019-08-14,PRIORITY,Type 1 - New Molecular Entity,NDA
ANDA211504,GLAND,METHOCARBAMOL,METHOCARBAMOL,SUPPL,1,AP,2020-08-04,STANDARD,Labeling,ANDA
ANDA211504,GLAND,METHOCARBAMOL,METHOCARBAMOL,ORIG,1,AP,2018-10-26,STANDARD,,ANDA
ANDA211831,REGCON HOLDINGS,THIOTEPA,THIOTEPA,ORIG,1,AP,2021-12-08,STANDARD,,ANDA
ANDA212929,ACCORD HLTHCARE,TRIENTINE HYDROCHLORIDE,TRIENTINE HYDROCHLORIDE,ORIG,1,AP,2021-08-30,STANDARD,,ANDA
ANDA212204,HETERO LABS LTD VI,BORTEZOMIB,BORTEZOMIB,ORIG,1,AP,2024-05-03,STANDARD,,ANDA
ANDA212560,SANDOZ,PIRFENIDONE,PIRFENIDONE,ORIG,1,AP,2022-04-28,STANDARD,,ANDA
ANDA212560,SANDOZ,PIRFENIDONE,PIRFENIDONE,SUPPL,1,AP,2023-08-07,STANDARD,Labeling,ANDA
ANDA213317,XIROMED,GEMMILY,ETHINYL ESTRADIOL,SUPPL,3,AP,2024-06-13,STANDARD,Labeling,ANDA
ANDA213317,XIROMED,GEMMILY,ETHINYL ESTRADIOL,ORIG,1,AP,2020-11-09,STANDARD,,ANDA
ANDA213317,XIROMED,GEMMILY,ETHINYL ESTRADIOL,SUPPL,2,AP,2024-06-13,STANDARD,Labeling,ANDA
ANDA213692,TEVA PHARMS USA INC,BREXPIPRAZOLE,BREXPIPRAZOLE,ORIG,1,AP,2022-08-11,STANDARD,,ANDA
ANDA214129,AJANTA PHARMA LTD,CHLORTHALIDONE,CHLORTHALIDONE,ORIG,1,AP,2020-11-27,STANDARD,,ANDA
NDA214544,LUPIN LTD,DOLUTEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE,DOLUTEGRAVIR,ORIG,1,TA,2023-01-19,STANDARD,Type 4 - New Combination,NDA
NDA214962,CYCLE,TASCENSO ODT,FINGOLIMOD LAURYL SULFATE,SUPPL,3,AP,2025-01-28,STANDARD,Labeling,NDA
NDA214962,CYCLE,TASCENSO ODT,FINGOLIMOD LAURYL SULFATE,SUPPL,1,AP,2023-08-10,STANDARD,Labeling,NDA
NDA214962,CYCLE,TASCENSO ODT,FINGOLIMOD LAURYL SULFATE,ORIG,1,AP,2022-12-09,STANDARD,Type 2 - New Active Ingredient,NDA
NDA214962,CYCLE,TASCENSO ODT,FINGOLIMOD LAURYL SULFATE,SUPPL,2,AP,2024-06-05,STANDARD,Labeling,NDA
NDA214962,CYCLE,TASCENSO ODT,FINGOLIMOD LAURYL SULFATE,ORIG,2,AP,2021-12-23,STANDARD,,NDA
ANDA215403,INFORLIFE,ACETAMINOPHEN,ACETAMINOPHEN,ORIG,1,AP,2023-05-03,STANDARD,,ANDA
ANDA215832,ALEMBIC,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,ORIG,1,AP,2024-08-22,STANDARD,,ANDA
ANDA216284,ZYDUS LIFESCIENCES,DEXAMETHASONE,DEXAMETHASONE,ORIG,1,AP,2024-05-09,STANDARD,,ANDA
ANDA216723,ZYDUS,VARENICLINE TARTRATE,VARENICLINE TARTRATE,ORIG,1,AP,2023-06-12,STANDARD,,ANDA
ANDA217178,LONG GROVE PHARMS,DIAZEPAM,DIAZEPAM,ORIG,1,AP,2024-12-31,STANDARD,,ANDA
ANDA217633,ALEMBIC,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,ORIG,1,AP,2025-11-14,STANDARD,,ANDA
ANDA218085,HETERO LABS LTD III,SPIRONOLACTONE,SPIRONOLACTONE,ORIG,1,AP,2025-02-21,STANDARD,,ANDA
ANDA218618,AMNEAL,CABERGOLINE,CABERGOLINE,ORIG,1,AP,2024-06-25,STANDARD,,ANDA
ANDA219237,GLAND,EPOPROSTENOL SODIUM,EPOPROSTENOL SODIUM,ORIG,1,AP,2025-12-29,STANDARD,,ANDA
BLA761062,AMGEN INC,EVENITY,ROMOSOZUMAB-AQQG,ORIG,1,AP,2019-04-09,STANDARD,Type 1 - New Molecular Entity,BLA
BLA761062,AMGEN INC,EVENITY,ROMOSOZUMAB-AQQG,SUPPL,2,AP,2019-12-20,STANDARD,Labeling,BLA
NDA020901,GALDERMA LABS LP,METROLOTION,METRONIDAZOLE,SUPPL,3,AP,2015-01-07,STANDARD,Labeling,NDA
NDA020901,GALDERMA LABS LP,METROLOTION,METRONIDAZOLE,SUPPL,1,AP,2002-12-06,STANDARD,Manufacturing (CMC),NDA
NDA020901,GALDERMA LABS LP,METROLOTION,METRONIDAZOLE,SUPPL,2,AP,2004-05-11,STANDARD,Labeling,NDA
NDA020901,GALDERMA LABS LP,METROLOTION,METRONIDAZOLE,ORIG,1,AP,1998-11-24,STANDARD,Type 3 - New Dosage Form,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,6,AP,2009-09-03,UNKNOWN,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,4,AP,2008-10-23,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,ORIG,1,AP,2007-01-31,STANDARD,Type 2 - New Active Ingredient,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,24,AP,2024-11-21,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,16,AP,2019-03-01,STANDARD,Efficacy,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,14,AP,2016-05-09,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,10,AP,2013-05-08,STANDARD,Manufacturing (CMC),NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,9,AP,2011-02-23,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,7,AP,2009-09-03,UNKNOWN,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,5,AP,2011-01-31,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,3,AP,2008-06-04,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,19,AP,2021-04-28,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,17,AP,2019-03-01,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,15,AP,2018-08-30,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,13,AP,2016-05-09,STANDARD,Labeling,NDA
NDA021234,IBSA,FLECTOR,DICLOFENAC EPOLAMINE,SUPPL,8,AP,2011-01-31,UNKNOWN,Labeling,NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,8,AP,2012-10-02,STANDARD,Labeling,NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,6,AP,2013-02-15,STANDARD,Efficacy,NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,4,AP,2011-11-21,N/A,REMS,NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,18,AP,2015-11-05,901 ORDER,Labeling,NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,32,AP,2024-02-28,STANDARD,Labeling,NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,22,AP,2018-08-10,STANDARD,Manufacturing (CMC),NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,14,AP,2015-06-24,STANDARD,Manufacturing (CMC),NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,20,AP,2018-01-12,STANDARD,Labeling,NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,12,AP,2013-12-05,STANDARD,Manufacturing (CMC),NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,SUPPL,10,AP,2013-03-26,STANDARD,Manufacturing (CMC),NDA
NDA021560,NOVARTIS,ZORTRESS,EVEROLIMUS,ORIG,1,AP,2010-04-20,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA
